line,station,query,lat,lng,success
東武宇都宮線,おもちゃのまち,東武宇都宮線 おもちゃのまち駅,36.46635980000001,139.8293921,True
東武宇都宮線,安塚,東武宇都宮線 安塚駅,36.485472,139.835389,True
東武宇都宮線,西川田,東武宇都宮線 西川田駅,36.5145506,139.8504098,True
東武宇都宮線,江曽島,東武宇都宮線 江曽島駅,36.5305452,139.8605644,True
東武宇都宮線,南宇都宮,東武宇都宮線 南宇都宮駅,36.5441167,139.8723017,True
東武宇都宮線,東武宇都宮,東武宇都宮線 東武宇都宮駅,36.558893,139.880553,True
東武小泉線,成島,東武小泉線 成島駅,36.2490856,139.5058693,True
東武小泉線,本中野,東武小泉線 本中野駅,36.2585515,139.4697577,True
東武小泉線,篠塚,東武小泉線 篠塚駅,36.2566612,139.4466253,True
東武小泉線,東小泉,東武小泉線 東小泉駅,36.2594455,139.4290935,True
東武小泉線,小泉町,東武小泉線 小泉町駅,36.2614951,139.4201208,True
東武小泉線,西小泉,東武小泉線 西小泉駅,36.258285,139.4083438,True
東武小泉線,竜舞,東武小泉線 竜舞駅,36.2791879,139.4088878,True
東武東上線,みなみ寄居（2020年10月31日開業）,東武東上線 みなみ寄居（2020年10月31日開業）駅,36.0908823,139.2363584,True
東武桐生線,三枚橋,東武桐生線 三枚橋駅,36.3135836,139.3548129,True
東武桐生線,治良門橋,東武桐生線 治良門橋駅,36.3329748,139.341164,True
東武桐生線,藪塚,東武桐生線 藪塚駅,36.3589735,139.315283,True
東武桐生線,阿左美,東武桐生線 阿左美駅,36.3870638,139.3085818,True
東武桐生線,新桐生,東武桐生線 新桐生駅,36.3951021,139.3202502,True
東武桐生線,相老,東武桐生線 相老駅,36.4104767,139.3044459,True
東武桐生線,赤城,東武桐生線 赤城駅,36.4257626,139.2762847,True
東武野田線,新鎌ヶ谷,東武野田線 新鎌ヶ谷駅,35.779401,139.998853,True
東武野田線,鎌ヶ谷,東武野田線 鎌ヶ谷駅,35.7637249,139.9972711,True
東武鬼怒川線,大谷向,東武鬼怒川線 大谷向駅,36.7324963,139.6919306,True
東武鬼怒川線,大桑,東武鬼怒川線 大桑駅,36.7605407,139.7132938,True
東武鬼怒川線,新高徳,東武鬼怒川線 新高徳駅,36.7794621,139.7111891,True
東武鬼怒川線,小佐越,東武鬼怒川線 小佐越駅,36.8022962,139.7066127,True
東武鬼怒川線,東武ワールドスクウェア,東武鬼怒川線 東武ワールドスクウェア駅,36.8086281,139.7093176,True
東武鬼怒川線,鬼怒川温泉,東武鬼怒川線 鬼怒川温泉駅,36.8232715,139.7166767,True
東武鬼怒川線,鬼怒川公園,東武鬼怒川線 鬼怒川公園駅,36.8409006,139.7228485,True
東武鬼怒川線,新藤原,東武鬼怒川線 新藤原駅,36.8527931,139.7327927,True
相鉄本線,希望ヶ丘,相鉄本線 希望ヶ丘駅,35.4604235,139.5141563,True
都電荒川線,早稲田（都電）,都電荒川線 早稲田（都電）駅,35.7117809,139.7191898,True
東京メトロ副都心線,明治神宮前〈原宿〉,東京メトロ副都心線 明治神宮前〈原宿〉駅,35.6690374,139.7042217,True
東京メトロ千代田線,二重橋前〈丸の内〉,東京メトロ千代田線 二重橋前〈丸の内〉駅,35.680665,139.7617446,True
東京メトロ千代田線,明治神宮前〈原宿〉,東京メトロ千代田線 明治神宮前〈原宿〉駅,35.6690374,139.7042217,True
東京メトロ半蔵門線,押上〈スカイツリー前〉,東京メトロ半蔵門線 押上〈スカイツリー前〉駅,35.710332,139.8132971,True
都営新宿線,市ヶ谷,都営新宿線 市ヶ谷駅,35.6910121,139.7355674,True
都営浅草線,押上（スカイツリー前）,都営浅草線 押上（スカイツリー前）駅,35.710332,139.8132971,True
いすみ鉄道いすみ線,西大原,いすみ鉄道いすみ線 西大原駅,35.2604973,140.3778703,True
いすみ鉄道いすみ線,上総東,いすみ鉄道いすみ線 上総東駅,35.2634002,140.3452152,True
いすみ鉄道いすみ線,新田野,いすみ鉄道いすみ線 新田野駅,35.2759109,140.3285682,True
いすみ鉄道いすみ線,国吉,いすみ鉄道いすみ線 国吉駅,35.2804933,140.313736,True
いすみ鉄道いすみ線,上総中川,いすみ鉄道いすみ線 上総中川駅,35.2827046,140.2804538,True
いすみ鉄道いすみ線,城見ヶ丘,いすみ鉄道いすみ線 城見ヶ丘駅,35.2916886,140.2525224,True
いすみ鉄道いすみ線,大多喜,いすみ鉄道いすみ線 大多喜駅,35.286546,140.243853,True
いすみ鉄道いすみ線,小谷松,いすみ鉄道いすみ線 小谷松駅,35.2689929,140.251075,True
いすみ鉄道いすみ線,東総元,いすみ鉄道いすみ線 東総元駅,35.259355,140.247437,True
いすみ鉄道いすみ線,久我原,いすみ鉄道いすみ線 久我原駅,35.2501293,140.2478598,True
いすみ鉄道いすみ線,総元,いすみ鉄道いすみ線 総元駅,35.2405791,140.2402993,True
いすみ鉄道いすみ線,西畑,いすみ鉄道いすみ線 西畑駅,35.250494,140.2151621,True
いすみ鉄道いすみ線,上総中野,いすみ鉄道いすみ線 上総中野駅,35.2500438,140.1998868,True
ひたちなか海浜鉄道湊線,日工前,ひたちなか海浜鉄道湊線 日工前駅,36.3880971,140.524589,True
ひたちなか海浜鉄道湊線,金上,ひたちなか海浜鉄道湊線 金上駅,36.3824313,140.5338385,True
ひたちなか海浜鉄道湊線,中根,ひたちなか海浜鉄道湊線 中根駅,36.3674338,140.562059,True
ひたちなか海浜鉄道湊線,那珂湊,ひたちなか海浜鉄道湊線 那珂湊駅,36.3449962,140.5880032,True
ひたちなか海浜鉄道湊線,殿山,ひたちなか海浜鉄道湊線 殿山駅,36.3498535,140.6017508,True
ひたちなか海浜鉄道湊線,平磯,ひたちなか海浜鉄道湊線 平磯駅,36.3575751,140.6076389,True
ひたちなか海浜鉄道湊線,美乃浜学園,ひたちなか海浜鉄道湊線 美乃浜学園駅,36.3726014,140.616693,True
ひたちなか海浜鉄道湊線,磯崎,ひたちなか海浜鉄道湊線 磯崎駅,36.377712,140.6179149,True
ひたちなか海浜鉄道湊線,阿字ヶ浦,ひたちなか海浜鉄道湊線 阿字ヶ浦駅,36.3840722,140.6124707,True
わたらせ渓谷鐵道,桐生,わたらせ渓谷鐵道 桐生駅,36.4110162,139.3331401,True
わたらせ渓谷鐵道,下新田,わたらせ渓谷鐵道 下新田駅,36.4075791,139.3150949,True
わたらせ渓谷鐵道,相老,わたらせ渓谷鐵道 相老駅,36.4104767,139.3044459,True
わたらせ渓谷鐵道,運動公園,わたらせ渓谷鐵道 運動公園駅,36.4205037,139.3009041,True
わたらせ渓谷鐵道,大間々,わたらせ渓谷鐵道 大間々駅,36.4346611,139.27743,True
わたらせ渓谷鐵道,上神梅,わたらせ渓谷鐵道 上神梅駅,36.4700597,139.2576238,True
わたらせ渓谷鐵道,本宿,わたらせ渓谷鐵道 本宿駅,36.481482,139.2590608,True
わたらせ渓谷鐵道,水沼,わたらせ渓谷鐵道 水沼駅,36.4998557,139.2776353,True
わたらせ渓谷鐵道,花輪,わたらせ渓谷鐵道 花輪駅,36.5207478,139.3078546,True
わたらせ渓谷鐵道,小中,わたらせ渓谷鐵道 小中駅,36.5357198,139.3378766,True
わたらせ渓谷鐵道,神戸,わたらせ渓谷鐵道 神戸駅,36.53748909999999,139.3562804,True
わたらせ渓谷鐵道,沢入,わたらせ渓谷鐵道 沢入駅,36.58043809999999,139.396311,True
わたらせ渓谷鐵道,原向,わたらせ渓谷鐵道 原向駅,36.6172277,139.4197522,True
わたらせ渓谷鐵道,通洞,わたらせ渓谷鐵道 通洞駅,36.63699150000001,139.4400654,True
わたらせ渓谷鐵道,足尾,わたらせ渓谷鐵道 足尾駅,36.6416696,139.4479156,True
わたらせ渓谷鐵道,間藤,わたらせ渓谷鐵道 間藤駅,36.6530985,139.4498648,True
上信電鉄上信線,南高崎,上信電鉄上信線 南高崎駅,36.3125268,139.0122481,True
上信電鉄上信線,根小屋,上信電鉄上信線 根小屋駅,36.29142179999999,139.0187656,True
上信電鉄上信線,高崎商科大学前,上信電鉄上信線 高崎商科大学前駅,36.2843567,139.0296023,True
上信電鉄上信線,山名,上信電鉄上信線 山名駅,36.2777357,139.0381095,True
上信電鉄上信線,西山名,上信電鉄上信線 西山名駅,36.2711002,139.0323984,True
上信電鉄上信線,馬庭,上信電鉄上信線 馬庭駅,36.2614816,139.0091397,True
上信電鉄上信線,吉井,上信電鉄上信線 吉井駅,36.2559553,138.9845412,True
上信電鉄上信線,西吉井,上信電鉄上信線 西吉井駅,36.25571619999999,138.9654706,True
上信電鉄上信線,上州新屋,上信電鉄上信線 上州新屋駅,36.2559502,138.9515314,True
上信電鉄上信線,上州福島,上信電鉄上信線 上州福島駅,36.2562995,138.929675,True
上信電鉄上信線,東富岡,上信電鉄上信線 東富岡駅,36.2608419,138.9018562,True
上信電鉄上信線,上州富岡,上信電鉄上信線 上州富岡駅,36.2605115,138.8919284,True
上信電鉄上信線,西富岡,上信電鉄上信線 西富岡駅,36.2601137,138.8832462,True
上信電鉄上信線,上州七日市,上信電鉄上信線 上州七日市駅,36.258607,138.8747152,True
上信電鉄上信線,上州一ノ宮,上信電鉄上信線 上州一ノ宮駅,36.2530952,138.8637592,True
上信電鉄上信線,神農原,上信電鉄上信線 神農原駅,36.2427415,138.843862,True
上信電鉄上信線,南蛇井,上信電鉄上信線 南蛇井駅,36.23824889999999,138.8140961,True
上信電鉄上信線,千平,上信電鉄上信線 千平駅,36.2302672,138.7988271,True
上信電鉄上信線,下仁田,上信電鉄上信線 下仁田駅,36.2105876,138.7861968,True
上毛電気鉄道上毛線,中央前橋,上毛電気鉄道上毛線 中央前橋駅,36.3909738,139.0752683,True
上毛電気鉄道上毛線,城東,上毛電気鉄道上毛線 城東駅,36.3912795,139.0811012,True
上毛電気鉄道上毛線,三俣,上毛電気鉄道上毛線 三俣駅,36.3937794,139.0891281,True
上毛電気鉄道上毛線,片貝,上毛電気鉄道上毛線 片貝駅,36.39386289999999,139.0955443,True
上毛電気鉄道上毛線,上泉,上泉駅,36.3941687,139.1067655,True
上毛電気鉄道上毛線,心臓血管センター,上毛電気鉄道上毛線 心臓血管センター駅,36.4053347,139.1289853,True
上毛電気鉄道上毛線,江木,上毛電気鉄道上毛線 江木駅,36.4072791,139.1337071,True
上毛電気鉄道上毛線,大胡,上毛電気鉄道上毛線 大胡駅,36.4128068,139.1561216,True
上毛電気鉄道上毛線,樋越,上毛電気鉄道上毛線 樋越駅,36.4155014,139.1732589,True
上毛電気鉄道上毛線,北原,上毛電気鉄道上毛線 北原駅,36.4136686,139.1846191,True
上毛電気鉄道上毛線,新屋,上毛電気鉄道上毛線 新屋駅,36.4138078,139.1966181,True
上毛電気鉄道上毛線,粕川,上毛電気鉄道上毛線 粕川駅,36.4168634,139.2108945,True
上毛電気鉄道上毛線,膳,上毛電気鉄道上毛線 膳駅,36.4170585,139.2220456,True
上毛電気鉄道上毛線,新里,上毛電気鉄道上毛線 新里駅,36.418596,139.23771,True
上毛電気鉄道上毛線,新川,上毛電気鉄道上毛線 新川駅,36.4182534,139.2575293,True
上毛電気鉄道上毛線,東新川,上毛電気鉄道上毛線 東新川駅,36.42205879999999,139.2677505,True
上毛電気鉄道上毛線,赤城,上毛電気鉄道上毛線 赤城駅,36.4257626,139.2762847,True
上毛電気鉄道上毛線,桐生球場前,上毛電気鉄道上毛線 桐生球場前駅,36.4192735,139.2981113,True
上毛電気鉄道上毛線,天王宿,上毛電気鉄道上毛線 天王宿駅,36.4149773,139.3080806,True
上毛電気鉄道上毛線,富士山下,上毛電気鉄道上毛線 富士山下駅,36.41392099999999,139.3157078,True
上毛電気鉄道上毛線,丸山下,上毛電気鉄道上毛線 丸山下駅,36.41679560000001,139.3217568,True
上毛電気鉄道上毛線,西桐生,上毛電気鉄道上毛線 西桐生駅,36.4140069,139.3335336,True
富士急行線,大月,富士急行線 大月駅,35.6132125,138.9427266,True
富士急行線,上大月,富士急行線 上大月駅,35.6132125,138.9427266,True
富士急行線,田野倉,富士急行線 田野倉駅,35.5931419,138.9311477,True
富士急行線,禾生,富士急行線 禾生駅,35.5749503,138.9290637,True
富士急行線,都留市,富士急行線 都留市駅,35.5568539,138.9077233,True
富士急行線,谷村町,富士急行線 谷村町駅,35.5505614,138.9046721,True
富士急行線,都留文科大学前,富士急行線 都留文科大学前駅,35.5424653,138.8965049,True
富士急行線,東桂,富士急行線 東桂駅,35.5364096,138.8711034,True
富士急行線,三つ峠,富士急行線 三つ峠駅,35.5240031,138.8452758,True
富士急行線,寿,富士急行線 寿駅,35.5081783,138.8252413,True
富士急行線,葭池温泉前,富士急行線 葭池温泉前駅,35.5019544,138.8119565,True
富士急行線,下吉田,富士急行線 下吉田駅,35.4976962,138.8032647,True
富士急行線,月江寺,富士急行線 月江寺駅,35.493172,138.7980699,True
富士急行線,富士山,富士急行線 富士山駅,35.48354880000001,138.7956851,True
富士急行線,富士急ハイランド,富士急行線 富士急ハイランド駅,35.4893557,138.7819526,True
富士急行線,河口湖,富士急行線 河口湖駅,35.49823620000001,138.7688409,True
小湊鉄道,里見,小湊鉄道 里見駅,35.3372603,140.1455256,True
小湊鉄道,飯給,小湊鉄道 飯給駅,35.3204287,140.1423321,True
小湊鉄道,月崎,小湊鉄道 月崎駅,35.302209,140.1393817,True
小湊鉄道,上総大久保,小湊鉄道 上総大久保駅,35.28349559999999,140.1458492,True
小湊鉄道,養老渓谷,小湊鉄道 養老渓谷駅,35.26640700000001,140.159333,True
小湊鉄道,上総中野,小湊鉄道 上総中野駅,35.2500438,140.1998868,True
江ノ電,七里ヶ浜,江ノ電 七里ヶ浜駅,35.3062403,139.5101511,True
江ノ電,由比ヶ浜,江ノ電 由比ヶ浜駅,35.3127879,139.5414315,True
江ノ電,和田塚,江ノ電 和田塚駅,35.3137116,139.5454342,True
真岡鐵道真岡線,下館,真岡鐵道真岡線 下館駅,36.3043842,139.9786648,True
真岡鐵道真岡線,下館二高前,真岡鐵道真岡線 下館二高前駅,36.3191729,139.9720834,True
真岡鐵道真岡線,折本,真岡鐵道真岡線 折本駅,36.3405594,139.9713047,True
真岡鐵道真岡線,ひぐち,真岡鐵道真岡線 ひぐち駅,36.3581963,139.9705263,True
真岡鐵道真岡線,久下田,真岡鐵道真岡線 久下田駅,36.3759721,139.9716643,True
真岡鐵道真岡線,寺内,真岡鐵道真岡線 寺内駅,36.41096830000001,139.9803566,True
真岡鐵道真岡線,真岡,真岡鐵道真岡線 真岡駅,36.439188,140.0025757,True
真岡鐵道真岡線,北真岡,真岡鐵道真岡線 北真岡駅,36.4491038,140.013991,True
真岡鐵道真岡線,西田井,真岡鐵道真岡線 西田井駅,36.4533543,140.0486823,True
真岡鐵道真岡線,北山,真岡鐵道真岡線 北山駅,36.4556879,140.0677917,True
真岡鐵道真岡線,益子,真岡鐵道真岡線 益子駅,36.4633208,140.0888856,True
真岡鐵道真岡線,七井,真岡鐵道真岡線 七井駅,36.49146229999999,140.0945657,True
真岡鐵道真岡線,多田羅,真岡鐵道真岡線 多田羅駅,36.5159872,140.089815,True
真岡鐵道真岡線,市塙,真岡鐵道真岡線 市塙駅,36.5381242,140.1101457,True
真岡鐵道真岡線,笹原田,真岡鐵道真岡線 笹原田駅,36.5337367,140.1451429,True
真岡鐵道真岡線,天矢場,真岡鐵道真岡線 天矢場駅,36.5292098,140.1558922,True
真岡鐵道真岡線,茂木,真岡鐵道真岡線 茂木駅,36.5307936,140.1813621,True
秩父鉄道,武州中川,秩父鉄道 武州中川駅,35.95848910000001,139.0352523,True
野岩鉄道会津鬼怒川線,新藤原,野岩鉄道会津鬼怒川線 新藤原駅,36.8527931,139.7327927,True
野岩鉄道会津鬼怒川線,龍王峡,野岩鉄道会津鬼怒川線 龍王峡駅,36.8609655,139.7184988,True
野岩鉄道会津鬼怒川線,川治温泉,野岩鉄道会津鬼怒川線 川治温泉駅,36.8841569,139.7037213,True
野岩鉄道会津鬼怒川線,川治湯元,野岩鉄道会津鬼怒川線 川治湯元駅,36.8951834,139.7027209,True
野岩鉄道会津鬼怒川線,湯西川温泉,野岩鉄道会津鬼怒川線 湯西川温泉駅,36.9295124,139.6885262,True
野岩鉄道会津鬼怒川線,中三依温泉,野岩鉄道会津鬼怒川線 中三依温泉駅,36.9852008,139.6993285,True
野岩鉄道会津鬼怒川線,上三依塩原温泉口,野岩鉄道会津鬼怒川線 上三依塩原温泉口駅,37.0139269,139.7275309,True
野岩鉄道会津鬼怒川線,男鹿高原,野岩鉄道会津鬼怒川線 男鹿高原駅,37.0478887,139.7238792,True
野岩鉄道会津鬼怒川線,会津高原尾瀬口,野岩鉄道会津鬼怒川線 会津高原尾瀬口駅,37.0895743,139.7045007,True
銚子電鉄,犬吠,銚子電鉄 犬吠駅,35.70630010000001,140.8611882,True
関東鉄道常総線,西取手,関東鉄道常総線 西取手駅,35.90891,140.059198,True
関東鉄道常総線,寺原,関東鉄道常総線 寺原駅,35.9119575,140.0545315,True
関東鉄道常総線,新取手,関東鉄道常総線 新取手駅,35.9174616,140.0428375,True
関東鉄道常総線,ゆめみ野,関東鉄道常総線 ゆめみ野駅,35.9209475,140.0351436,True
関東鉄道常総線,稲戸井,関東鉄道常総線 稲戸井駅,35.9263831,140.0224489,True
関東鉄道常総線,戸頭,関東鉄道常総線 戸頭駅,35.9293258,140.0141103,True
関東鉄道常総線,南守谷,関東鉄道常総線 南守谷駅,35.9342656,140.0021059,True
関東鉄道常総線,新守谷,関東鉄道常総線 新守谷駅,35.9665115,139.9857072,True
関東鉄道常総線,小絹,関東鉄道常総線 小絹駅,35.9812212,139.983223,True
関東鉄道常総線,水海道,関東鉄道常総線 水海道駅,36.0183253,139.9919926,True
関東鉄道常総線,北水海道,関東鉄道常総線 北水海道駅,36.0321226,139.9927602,True
関東鉄道常総線,中妻,関東鉄道常総線 中妻駅,36.0472246,139.9905613,True
関東鉄道常総線,三妻,関東鉄道常総線 三妻駅,36.0739203,139.9827618,True
関東鉄道常総線,南石下,関東鉄道常総線 南石下駅,36.1022808,139.9737867,True
関東鉄道常総線,石下,関東鉄道常総線 石下駅,36.1172106,139.9741235,True
関東鉄道常総線,玉村,関東鉄道常総線 玉村駅,36.1354714,139.9699245,True
関東鉄道常総線,宗道,関東鉄道常総線 宗道駅,36.1540456,139.9704062,True
関東鉄道常総線,下妻,関東鉄道常総線 下妻駅,36.181994,139.96445,True
関東鉄道常総線,大宝,関東鉄道常総線 大宝駅,36.2031582,139.9701995,True
関東鉄道常総線,黒子,関東鉄道常総線 黒子駅,36.2473912,139.9751347,True
関東鉄道常総線,大田郷,関東鉄道常総線 大田郷駅,36.2782235,139.9596293,True
関東鉄道常総線,下館,関東鉄道常総線 下館駅,36.3043842,139.9786648,True
鹿島臨海鉄道大洗鹿島線,東水戸,鹿島臨海鉄道大洗鹿島線 東水戸駅,36.3617387,140.5159798,True
鹿島臨海鉄道大洗鹿島線,常澄,鹿島臨海鉄道大洗鹿島線 常澄駅,36.3407423,140.5589493,True
鹿島臨海鉄道大洗鹿島線,大洗,鹿島臨海鉄道大洗鹿島線 大洗駅,36.3150501,140.5629424,True
鹿島臨海鉄道大洗鹿島線,涸沼,鹿島臨海鉄道大洗鹿島線 涸沼駅,36.2658573,140.5271846,True
鹿島臨海鉄道大洗鹿島線,鹿島旭,鹿島臨海鉄道大洗鹿島線 鹿島旭駅,36.2247263,140.5124859,True
鹿島臨海鉄道大洗鹿島線,徳宿,鹿島臨海鉄道大洗鹿島線 徳宿駅,36.1903413,140.5144316,True
鹿島臨海鉄道大洗鹿島線,新鉾田,鹿島臨海鉄道大洗鹿島線 新鉾田駅,36.1524444,140.5202981,True
鹿島臨海鉄道大洗鹿島線,北浦湖畔,鹿島臨海鉄道大洗鹿島線 北浦湖畔駅,36.1204887,140.5367938,True
鹿島臨海鉄道大洗鹿島線,大洋,鹿島臨海鉄道大洗鹿島線 大洋駅,36.1082967,140.5766521,True
鹿島臨海鉄道大洗鹿島線,鹿島灘,鹿島臨海鉄道大洗鹿島線 鹿島灘駅,36.0755787,140.5967906,True
鹿島臨海鉄道大洗鹿島線,鹿島大野,鹿島臨海鉄道大洗鹿島線 鹿島大野駅,36.0507763,140.6097906,True
鹿島臨海鉄道大洗鹿島線,長者ヶ浜潮騒はまなす公園前,鹿島臨海鉄道大洗鹿島線 長者ヶ浜潮騒はまなす公園前駅,36.0315288,140.6187073,True
鹿島臨海鉄道大洗鹿島線,荒野台,鹿島臨海鉄道大洗鹿島線 荒野台駅,36.0170028,140.6251796,True
鹿島臨海鉄道大洗鹿島線,鹿島サッカースタジアム（臨）,鹿島臨海鉄道大洗鹿島線 鹿島サッカースタジアム（臨）駅,35.9921725,140.636263,True
